,cell_names,drug_names,area_under_dose_curve
28554,OCILY10,tyrphostin AG-1478,4.468
28555,NUDUL1,tyrphostin AG-1478,4.475
28556,NCIH2030,tyrphostin AG-1478,4.499
28557,HCC1195,tyrphostin AG-1478,4.523
28558,LS123,tyrphostin AG-1478,4.533
28559,NCIH1755,tyrphostin AG-1478,4.534
28560,NCIH2110,tyrphostin AG-1478,4.561
28561,HCC1359,tyrphostin AG-1478,4.598
28562,NCIH2141,tyrphostin AG-1478,4.639
28563,NCIH2023,tyrphostin AG-1478,4.719
28564,SW620,tyrphostin AG-1478,4.725
28565,OV7,tyrphostin AG-1478,4.739
28566,HCC15,tyrphostin AG-1478,4.831
28567,EJM,tyrphostin AG-1478,4.833
28568,A375,tyrphostin AG-1478,4.876
28569,TYKNU,tyrphostin AG-1478,4.919
28570,NCIH596,tyrphostin AG-1478,4.973
28571,NCIH2081,tyrphostin AG-1478,4.978
28572,HT1080,tyrphostin AG-1478,5.137
28573,HT29,tyrphostin AG-1478,5.149
28574,SW480,tyrphostin AG-1478,5.154
28575,SNU398,tyrphostin AG-1478,5.171
28576,HCT116,tyrphostin AG-1478,5.192
28577,RKO,tyrphostin AG-1478,5.242
28578,CORL51,tyrphostin AG-1478,5.258
28579,NCIH2172,tyrphostin AG-1478,5.267
28580,U937,tyrphostin AG-1478,5.275
28581,NCIH1694,tyrphostin AG-1478,5.399
28582,SKMEL1,tyrphostin AG-1478,5.427
28583,AMO1,tyrphostin AG-1478,5.682
28584,COV362,tyrphostin AG-1478,5.686
28585,SUDHL5,tyrphostin AG-1478,5.69
28586,CORL23,tyrphostin AG-1478,6.009
28587,OAW42,tyrphostin AG-1478,6.597
28588,NCIH460,tyrphostin AG-1478,6.827
28589,SKMEL28,tyrphostin AG-1478,7.137
28590,SUDHL5,ubistatin B,1.37
28591,THP1,ubistatin B,1.815
28592,NCIH1963,ubistatin B,2.123
28593,PL21,ubistatin B,2.57
28594,OCIAML3,ubistatin B,2.698
28595,NOMO1,ubistatin B,3.036
28596,SKM1,ubistatin B,3.384
28597,U937,ubistatin B,3.503
28598,NCIH596,ubistatin B,3.682
28599,NCIH2122,ubistatin B,3.829
28600,HCT116,ubistatin B,3.954
28601,WSUDLCL2,ubistatin B,4.11
28602,SNU840,ubistatin B,4.273
28603,COV434,ubistatin B,4.283
28604,A375,ubistatin B,4.355
28605,HT55,ubistatin B,4.366
28606,HEC151,ubistatin B,4.395
28607,OVKATE,ubistatin B,4.554
28608,KM12,ubistatin B,4.578
28609,SW948,ubistatin B,4.607
28610,NUDUL1,ubistatin B,4.705
28611,OVK18,ubistatin B,4.743
28612,RCM1,ubistatin B,4.745
28613,COLO320,ubistatin B,4.762
28614,OVCAR8,ubistatin B,4.779
28615,HT29,ubistatin B,4.838
28616,NCIH508,ubistatin B,4.853
28617,GDM1,ubistatin B,4.878
28618,U2OS,ubistatin B,4.884
28619,SNUC5,ubistatin B,4.907
28620,LP1,ubistatin B,5.009
28621,HCC15,ubistatin B,5.019
28622,SW620,ubistatin B,5.079
28623,HEPG2,ubistatin B,5.095
28624,HCC4006,ubistatin B,5.106
28625,CW2,ubistatin B,5.114
28626,RPMI8226,ubistatin B,5.147
28627,CORL51,ubistatin B,5.182
28628,HT1080,ubistatin B,5.241
28629,SKMEL5,ubistatin B,5.247
28630,KMS11,ubistatin B,5.329
28631,HCT8,ubistatin B,5.332
28632,LS180,ubistatin B,5.358
28633,OVCAR4,ubistatin B,5.408
28634,SNU81,ubistatin B,5.411
28635,TYKNU,ubistatin B,5.445
28636,SNU61,ubistatin B,5.461
28637,SKLU1,ubistatin B,5.554
28638,RKN,ubistatin B,5.63
28639,MCF7,ubistatin B,5.697
28640,COV644,ubistatin B,5.745
28641,HCC827,ubistatin B,5.762
28642,RMGI,ubistatin B,5.78
28643,HCC1195,ubistatin B,5.824
28644,OCILY10,ubistatin B,5.857
28645,SNU1040,ubistatin B,5.883
28646,CL34,ubistatin B,5.913
28647,HCC1833,ubistatin B,5.987
28648,RMUGS,ubistatin B,5.989
28649,NCIH2172,ubistatin B,6.014
28650,SCLC21H,ubistatin B,6.019
28651,SNU175,ubistatin B,6.03
28652,EFO27,ubistatin B,6.071
28653,JHOC5,ubistatin B,6.096
28654,JHOM1,ubistatin B,6.187
28655,JHUEM2,ubistatin B,6.199
28656,COLO678,ubistatin B,6.199
28657,NCIH1105,ubistatin B,6.206
28658,LS123,ubistatin B,6.227
28659,NCIH460,ubistatin B,6.236
28660,OV90,ubistatin B,6.305
28661,EJM,ubistatin B,6.321
28662,CL40,ubistatin B,6.322
28663,CAL12T,ubistatin B,6.325
28664,HCC2108,ubistatin B,6.332
28665,A2780,ubistatin B,6.351
28666,NCIH1876,ubistatin B,6.358
28667,LN229,ubistatin B,6.36
28668,IGROV1,ubistatin B,6.376
28669,NCIH2023,ubistatin B,6.376
28670,T3M10,ubistatin B,6.392
28671,NCIH441,ubistatin B,6.428
28672,NCIH2081,ubistatin B,6.486
28673,NCIH1694,ubistatin B,6.521
28674,HCC2935,ubistatin B,6.612
28675,NCIH2030,ubistatin B,6.626
28676,NCIH1755,ubistatin B,6.64
28677,SCC9,ubistatin B,6.67
28678,LOVO,ubistatin B,6.754
28679,RKO,ubistatin B,6.788
28680,NCIH841,ubistatin B,6.802
28681,SW480,ubistatin B,6.823
28682,NCIH1781,ubistatin B,6.861
28683,CAOV3,ubistatin B,6.885
28684,HT115,ubistatin B,6.902
28685,OV7,ubistatin B,6.948
28686,MDST8,ubistatin B,7.077
28687,OAW42,ubistatin B,7.079
28688,SUDHL4,ubistatin B,7.111
28689,AMO1,ubistatin B,7.185
28690,RCC10RGB,ubistatin B,7.199
28691,SNUC4,ubistatin B,7.303
28692,NCIH2342,ubistatin B,7.317
28693,SKMEL1,ubistatin B,7.359
28694,NCIH1836,ubistatin B,7.36
28695,COV362,ubistatin B,7.537
28696,NCIH2110,ubistatin B,7.605
28697,CORL23,ubistatin B,7.666
28698,AGS,ubistatin B,7.709
28699,MOLM16,ubistatin B,7.765
28700,SQ1,ubistatin B,7.834
28701,NCIH2141,ubistatin B,8.145
28702,SKMEL28,ubistatin B,8.165
28703,NCIH3255,ubistatin B,8.281
28704,HCC1359,ubistatin B,9.01
28705,SNU398,ubistatin B,10.2
28706,SCLC21H,UNC0638,1.872
28707,HS852T,UNC0638,2.943
28708,COV434,UNC0638,3.191
28709,GAMG,UNC0638,3.516
28710,NCIH1963,UNC0638,3.669
28711,NCIH1435,UNC0638,3.744
28712,LS180,UNC0638,3.916
28713,OCILY10,UNC0638,4.061
28714,PATU8902,UNC0638,4.101
28715,LN229,UNC0638,4.217
28716,OCIAML3,UNC0638,4.227
28717,CL34,UNC0638,4.25
28718,PL21,UNC0638,4.356
28719,KMS11,UNC0638,4.413
28720,COLO668,UNC0638,4.43
28721,PC3,UNC0638,4.51
28722,KM12,UNC0638,4.628
28723,MCF7,UNC0638,4.641
28724,BL70,UNC0638,4.709
28725,CAL12T,UNC0638,4.79
28726,SNU175,UNC0638,4.818
28727,CORL51,UNC0638,4.827
28728,NOMO1,UNC0638,4.849
28729,SUDHL5,UNC0638,4.883
28730,HCC1833,UNC0638,4.883
28731,NCIH1836,UNC0638,4.892
28732,JHOS4,UNC0638,4.912
28733,COV644,UNC0638,4.921
28734,OVK18,UNC0638,4.955
28735,WSUDLCL2,UNC0638,5.036
28736,THP1,UNC0638,5.046
28737,AGS,UNC0638,5.074
28738,RKO,UNC0638,5.085
28739,U937,UNC0638,5.088
28740,OVCAR4,UNC0638,5.144
28741,HT115,UNC0638,5.157
28742,LXF289,UNC0638,5.21
28743,OVCAR8,UNC0638,5.248
28744,HCC15,UNC0638,5.262
28745,A375,UNC0638,5.311
28746,OVKATE,UNC0638,5.311
28747,JHH6,UNC0638,5.42
28748,SQ1,UNC0638,5.484
28749,GDM1,UNC0638,5.493
28750,CAOV3,UNC0638,5.496
28751,KLE,UNC0638,5.496
28752,CL40,UNC0638,5.496
28753,NCIH508,UNC0638,5.532
28754,SKLU1,UNC0638,5.553
28755,NCIH2081,UNC0638,5.638
28756,SNU81,UNC0638,5.65
28757,COV318,UNC0638,5.679
28758,ISHIKAWAHERAKLIO02ER,UNC0638,5.704
28759,NCIH1105,UNC0638,5.71
28760,RMUGS,UNC0638,5.748
28761,MKN74,UNC0638,5.772
28762,MOLM16,UNC0638,5.811
28763,HT29,UNC0638,5.83
28764,U2OS,UNC0638,5.849
28765,NCIH1915,UNC0638,5.869
28766,NCIH2110,UNC0638,5.892
28767,JHOC5,UNC0638,5.922
28768,COLO678,UNC0638,5.925
28769,SNU840,UNC0638,5.933
28770,SNU398,UNC0638,5.972
28771,T3M10,UNC0638,6.019
28772,EJM,UNC0638,6.022
28773,HCC2935,UNC0638,6.041
28774,RERFLCKJ,UNC0638,6.045
28775,SCC9,UNC0638,6.065
28776,SKMEL5,UNC0638,6.072
28777,LOVO,UNC0638,6.087
28778,NCIH2122,UNC0638,6.126
28779,MDST8,UNC0638,6.139
28780,NCIH2342,UNC0638,6.143
28781,NCIH596,UNC0638,6.15
28782,HCC4006,UNC0638,6.159
28783,RKN,UNC0638,6.183
28784,NCIH460,UNC0638,6.196
28785,SKM1,UNC0638,6.221
28786,COV362,UNC0638,6.242
28787,RCM1,UNC0638,6.251
28788,NCIH1876,UNC0638,6.27
28789,HEC151,UNC0638,6.283
28790,A2780,UNC0638,6.288
28791,NCIH841,UNC0638,6.323
28792,TYKNU,UNC0638,6.339
28793,SUDHL4,UNC0638,6.343
28794,NCIH2172,UNC0638,6.379
28795,SKMEL28,UNC0638,6.396
28796,HEPG2,UNC0638,6.401
28797,EFO27,UNC0638,6.429
28798,OV90,UNC0638,6.444
28799,RPMI8226,UNC0638,6.453
28800,SNUC5,UNC0638,6.462
28801,OVMANA,UNC0638,6.465
28802,HT55,UNC0638,6.472
28803,HCT116,UNC0638,6.477
28804,OV7,UNC0638,6.505
28805,CW2,UNC0638,6.507
28806,HCC2108,UNC0638,6.518
28807,LP1,UNC0638,6.518
28808,JHOM1,UNC0638,6.521
28809,HCC1195,UNC0638,6.54
28810,NCIH1930,UNC0638,6.543
28811,HCC827,UNC0638,6.571
28812,HEC108,UNC0638,6.581
28813,SNUC4,UNC0638,6.601
28814,SNGM,UNC0638,6.637
28815,IGROV1,UNC0638,6.639
28816,NCIH1694,UNC0638,6.662
28817,RMGI,UNC0638,6.695
28818,SKMEL1,UNC0638,6.757
28819,NCIH2023,UNC0638,6.76
28820,NCIH2030,UNC0638,6.762
28821,RCC10RGB,UNC0638,6.768
28822,NCIH3255,UNC0638,6.779
28823,HEC59,UNC0638,6.797
28824,JHUEM2,UNC0638,6.82
28825,SNU61,UNC0638,6.825
28826,NCIH441,UNC0638,6.834
28827,CORL23,UNC0638,6.843
28828,SW948,UNC0638,6.846
28829,LS123,UNC0638,6.875
28830,NCIH2286,UNC0638,6.883
28831,HCC1359,UNC0638,6.893
28832,HT1080,UNC0638,6.894
28833,SW620,UNC0638,6.944
28834,SNU1040,UNC0638,6.992
28835,SW480,UNC0638,7.034
28836,NCIH1755,UNC0638,7.127
28837,SNU449,UNC0638,7.156
28838,HCT8,UNC0638,7.184
28839,NCIH1781,UNC0638,7.226
28840,AMO1,UNC0638,7.285
28841,OAW42,UNC0638,7.397
28842,NCIH2141,UNC0638,7.795
28843,COLO320,UNC0638,7.975
28844,NUDUL1,UNC0638,8.537
28845,NCIH2342,ursolic acid,1.743
28846,WSUDLCL2,ursolic acid,1.78
28847,PL21,ursolic acid,1.838
28848,NCIH1105,ursolic acid,1.939
28849,OCIAML3,ursolic acid,2.059
28850,SW480,ursolic acid,2.095
28851,SNU81,ursolic acid,2.109
28852,NCIH2081,ursolic acid,2.207
28853,THP1,ursolic acid,2.235
28854,COV434,ursolic acid,2.284
28855,RMUGS,ursolic acid,2.285
28856,GDM1,ursolic acid,2.334
28857,NCIH2122,ursolic acid,2.352
28858,NCIH3255,ursolic acid,2.378
28859,NOMO1,ursolic acid,2.458
28860,HCC1195,ursolic acid,2.466
28861,NCIH1836,ursolic acid,2.509
28862,LN229,ursolic acid,2.564
28863,JHOC5,ursolic acid,2.602
28864,SNUC5,ursolic acid,2.62
28865,RMGI,ursolic acid,2.63
28866,HCC2935,ursolic acid,2.658
28867,T3M10,ursolic acid,2.682
28868,LS180,ursolic acid,2.711
28869,CW2,ursolic acid,2.777
28870,JHUEM2,ursolic acid,2.785
28871,OVK18,ursolic acid,2.849
28872,NCIH1963,ursolic acid,2.883
28873,SUDHL5,ursolic acid,2.919
28874,SNU175,ursolic acid,2.951
28875,NUDUL1,ursolic acid,3.022
28876,NCIH1694,ursolic acid,3.023
28877,OVCAR4,ursolic acid,3.057
28878,NCIH841,ursolic acid,3.158
28879,NCIH596,ursolic acid,3.217
28880,OVCAR8,ursolic acid,3.242
28881,HEC151,ursolic acid,3.259
28882,RPMI8226,ursolic acid,3.265
28883,OVKATE,ursolic acid,3.309
28884,NCIH2030,ursolic acid,3.316
28885,SNUC4,ursolic acid,3.33
28886,SNU398,ursolic acid,3.333
28887,SKMEL5,ursolic acid,3.354
28888,SNU61,ursolic acid,3.359
28889,KMS11,ursolic acid,3.363
28890,HCC4006,ursolic acid,3.399
28891,CAL12T,ursolic acid,3.503
28892,CAOV3,ursolic acid,3.528
28893,NCIH460,ursolic acid,3.609
28894,EJM,ursolic acid,3.611
28895,LP1,ursolic acid,3.628
28896,HCC1833,ursolic acid,3.647
28897,NCIH1876,ursolic acid,3.647
28898,RCC10RGB,ursolic acid,3.755
28899,A2780,ursolic acid,3.781
28900,SCLC21H,ursolic acid,3.796
28901,HT115,ursolic acid,3.818
28902,SKLU1,ursolic acid,3.87
28903,SKM1,ursolic acid,3.88
28904,HCC1359,ursolic acid,3.923
28905,COLO678,ursolic acid,3.93
28906,KM12,ursolic acid,3.955
28907,MCF7,ursolic acid,3.967
28908,NCIH2023,ursolic acid,3.987
28909,JHOM1,ursolic acid,4.041
28910,CORL51,ursolic acid,4.065
28911,AGS,ursolic acid,4.103
28912,HCC2108,ursolic acid,4.166
28913,SCC9,ursolic acid,4.19
28914,COLO320,ursolic acid,4.255
28915,IGROV1,ursolic acid,4.304
28916,NCIH441,ursolic acid,4.372
28917,SNU840,ursolic acid,4.413
28918,NCIH1781,ursolic acid,4.529
28919,OAW42,ursolic acid,4.531
28920,NCIH2141,ursolic acid,4.535
28921,CL40,ursolic acid,4.569
28922,SW948,ursolic acid,4.615
28923,A375,ursolic acid,4.63
28924,AMO1,ursolic acid,4.723
28925,OV90,ursolic acid,4.836
28926,NCIH2172,ursolic acid,4.837
28927,COV362,ursolic acid,4.875
28928,RKN,ursolic acid,4.972
28929,CL34,ursolic acid,5.158
28930,U937,ursolic acid,5.207
28931,NCIH2110,ursolic acid,5.218
28932,HCC827,ursolic acid,5.232
28933,MDST8,ursolic acid,5.843
28934,HEPG2,ursolic acid,5.876
28935,EFO27,ursolic acid,5.966
28936,OCILY10,ursolic acid,6.119
28937,OV7,ursolic acid,6.411
28938,SKMEL1,ursolic acid,6.519
28939,SW620,ursolic acid,6.549
28940,RCM1,ursolic acid,6.694
28941,TYKNU,ursolic acid,6.706
28942,SKMEL28,ursolic acid,6.712
28943,LS123,ursolic acid,6.76
28944,SQ1,ursolic acid,6.827
28945,HCC15,ursolic acid,6.869
28946,HT55,ursolic acid,6.874
28947,NCIH1755,ursolic acid,6.925
28948,NCIH508,ursolic acid,6.926
28949,HCT116,ursolic acid,6.946
28950,SUDHL4,ursolic acid,7.049
28951,HT1080,ursolic acid,7.104
28952,LOVO,ursolic acid,7.16
28953,SNU1040,ursolic acid,7.194
28954,HT29,ursolic acid,7.324
28955,CORL23,ursolic acid,7.348
28956,COV644,ursolic acid,7.359
28957,HCT8,ursolic acid,7.449
28958,RKO,ursolic acid,7.606
28959,MOLM16,ursolic acid,7.864
28960,HEC151,valdecoxib,3.159
28961,SW480,valdecoxib,3.244
28962,LP1,valdecoxib,3.395
28963,SW620,valdecoxib,3.544
28964,NCIH1963,valdecoxib,3.64
28965,PL21,valdecoxib,3.725
28966,SUDHL5,valdecoxib,3.756
28967,OCIAML3,valdecoxib,3.801
28968,U937,valdecoxib,3.845
28969,NUDUL1,valdecoxib,3.892
28970,RMUGS,valdecoxib,4.028
28971,GDM1,valdecoxib,4.053
28972,SNU175,valdecoxib,4.058
28973,OVCAR8,valdecoxib,4.215
28974,RPMI8226,valdecoxib,4.258
28975,SNU81,valdecoxib,4.274
28976,SNUC4,valdecoxib,4.29
28977,OV90,valdecoxib,4.318
28978,MOLM16,valdecoxib,4.381
28979,CORL51,valdecoxib,4.383
28980,KMS11,valdecoxib,4.431
28981,CW2,valdecoxib,4.436
28982,THP1,valdecoxib,4.508
28983,OVCAR4,valdecoxib,4.509
28984,NCIH2172,valdecoxib,4.584
28985,NCIH841,valdecoxib,4.602
28986,HT1080,valdecoxib,4.632
28987,MCF7,valdecoxib,4.643
28988,JHOM1,valdecoxib,4.657
28989,SNUC5,valdecoxib,4.671
28990,RMGI,valdecoxib,4.71
28991,NCIH1836,valdecoxib,4.718
28992,IGROV1,valdecoxib,4.857
28993,SKM1,valdecoxib,4.872
28994,SKMEL5,valdecoxib,4.899
28995,NCIH2081,valdecoxib,4.921
28996,HCC2108,valdecoxib,4.935
28997,NCIH2342,valdecoxib,4.938
28998,NCIH1876,valdecoxib,4.952
28999,A2780,valdecoxib,4.958
29000,OVK18,valdecoxib,4.973
29001,HCT116,valdecoxib,4.988
29002,NOMO1,valdecoxib,5.002
29003,OVKATE,valdecoxib,5.007
29004,CAL12T,valdecoxib,5.008
29005,LS180,valdecoxib,5.056
29006,JHOC5,valdecoxib,5.076
29007,OCILY10,valdecoxib,5.089
29008,HCC4006,valdecoxib,5.11
29009,COV434,valdecoxib,5.113
29010,SUDHL4,valdecoxib,5.152
29011,T3M10,valdecoxib,5.176
29012,LOVO,valdecoxib,5.232
29013,RCM1,valdecoxib,5.258
29014,HCC1195,valdecoxib,5.263
29015,JHUEM2,valdecoxib,5.286
29016,HEPG2,valdecoxib,5.34
29017,NCIH596,valdecoxib,5.366
29018,TYKNU,valdecoxib,5.378
29019,NCIH1105,valdecoxib,5.385
29020,SCLC21H,valdecoxib,5.385
29021,EJM,valdecoxib,5.388
29022,MDST8,valdecoxib,5.401
29023,HCC15,valdecoxib,5.432
29024,COLO678,valdecoxib,5.433
29025,NCIH1694,valdecoxib,5.468
29026,HT55,valdecoxib,5.474
29027,WSUDLCL2,valdecoxib,5.475
29028,SW948,valdecoxib,5.486
29029,RKN,valdecoxib,5.488
29030,SKLU1,valdecoxib,5.488
29031,SNU1040,valdecoxib,5.494
29032,RCC10RGB,valdecoxib,5.515
29033,NCIH2110,valdecoxib,5.527
29034,SNU840,valdecoxib,5.561
29035,EFO27,valdecoxib,5.596
29036,LN229,valdecoxib,5.627
29037,HCC2935,valdecoxib,5.646
29038,NCIH2030,valdecoxib,5.663
29039,LS123,valdecoxib,5.706
29040,NCIH2122,valdecoxib,5.713
29041,HCC1833,valdecoxib,5.749
29042,NCIH1755,valdecoxib,5.776
29043,HCT8,valdecoxib,5.777
29044,KM12,valdecoxib,5.786
29045,NCIH2023,valdecoxib,5.788
29046,NCIH441,valdecoxib,5.792
29047,SNU61,valdecoxib,5.813
29048,HCC827,valdecoxib,5.906
29049,NCIH1781,valdecoxib,6.021
29050,CAOV3,valdecoxib,6.028
29051,SKMEL1,valdecoxib,6.037
29052,COLO320,valdecoxib,6.04
29053,HT29,valdecoxib,6.048
29054,COV644,valdecoxib,6.183
29055,RKO,valdecoxib,6.184
29056,NCIH3255,valdecoxib,6.189
29057,HT115,valdecoxib,6.203
29058,NCIH508,valdecoxib,6.233
29059,CL34,valdecoxib,6.235
29060,SCC9,valdecoxib,6.316
29061,SQ1,valdecoxib,6.325
29062,NCIH460,valdecoxib,6.365
29063,SNU398,valdecoxib,6.387
29064,COV362,valdecoxib,6.391
29065,OV7,valdecoxib,6.471
29066,A375,valdecoxib,6.609
29067,AGS,valdecoxib,6.821
29068,SKMEL28,valdecoxib,7.013
29069,CL40,valdecoxib,7.076
29070,NCIH2141,valdecoxib,7.107
29071,HCC1359,valdecoxib,7.237
29072,AMO1,valdecoxib,7.308
29073,CORL23,valdecoxib,7.367
29074,OAW42,valdecoxib,7.692
29075,PL21,VER-155008,1.947
29076,THP1,VER-155008,2.358
29077,SKM1,VER-155008,2.481
29078,NCIH3255,VER-155008,3.303
29079,RPMI8226,VER-155008,3.418
29080,OCIAML3,VER-155008,3.426
29081,KMS11,VER-155008,3.481
29082,MSTO211H,VER-155008,3.64
29083,HCC2935,VER-155008,3.692
29084,KU812,VER-155008,3.806
29085,TYKNU,VER-155008,3.871
29086,MOLM16,VER-155008,3.95
29087,HCC827,VER-155008,4.114
29088,NCIH1975,VER-155008,4.135
29089,NCIH82,VER-155008,4.174
29090,NCIH596,VER-155008,4.224
29091,WSUDLCL2,VER-155008,4.234
29092,HCT116,VER-155008,4.237
29093,SUDHL4,VER-155008,4.273
29094,HCC44,VER-155008,4.309
29095,GDM1,VER-155008,4.36
29096,KE97,VER-155008,4.366
29097,SUDHL5,VER-155008,4.394
29098,NCIH1568,VER-155008,4.398
29099,NUDUL1,VER-155008,4.443
29100,NCIH1048,VER-155008,4.457
29101,NCIH508,VER-155008,4.473
29102,KM12,VER-155008,4.482
29103,KYSE410,VER-155008,4.529
29104,NCIH1666,VER-155008,4.534
29105,NCIH23,VER-155008,4.577
29106,NCIH2009,VER-155008,4.607
29107,BL70,VER-155008,4.609
29108,SNU175,VER-155008,4.622
29109,NCIH441,VER-155008,4.631
29110,JHUEM2,VER-155008,4.654
29111,HEYA8,VER-155008,4.691
29112,SW48,VER-155008,4.73
29113,OVCAR8,VER-155008,4.781
29114,CALU6,VER-155008,4.789
29115,HEC151,VER-155008,4.814
29116,NCIH2122,VER-155008,4.824
29117,NCIH1963,VER-155008,4.869
29118,SNU840,VER-155008,4.886
29119,SW620,VER-155008,4.887
29120,5637,VER-155008,4.952
29121,OVK18,VER-155008,4.957
29122,NCIH2110,VER-155008,4.977
29123,NCIH1299,VER-155008,4.991
29124,CAPAN2,VER-155008,5.013
29125,NCIH1573,VER-155008,5.015
29126,NCIH1792,VER-155008,5.022
29127,RMUGS,VER-155008,5.051
29128,IGROV1,VER-155008,5.053
29129,RT4,VER-155008,5.062
29130,AGS,VER-155008,5.067
29131,EJM,VER-155008,5.07
29132,HT1080,VER-155008,5.072
29133,EPLC272H,VER-155008,5.072
29134,NCIH1793,VER-155008,5.085
29135,HT29,VER-155008,5.09
29136,EBC1,VER-155008,5.102
29137,LP1,VER-155008,5.106
29138,AMO1,VER-155008,5.117
29139,COLO205,VER-155008,5.122
29140,HARA,VER-155008,5.137
29141,OCILY10,VER-155008,5.146
29142,NCIH1373,VER-155008,5.2
29143,COLO678,VER-155008,5.208
29144,RMGI,VER-155008,5.229
29145,OVKATE,VER-155008,5.25
29146,NCIH358,VER-155008,5.251
29147,KYSE140,VER-155008,5.256
29148,SNU398,VER-155008,5.29
29149,PANC0327,VER-155008,5.324
29150,NCIH28,VER-155008,5.367
29151,NCIH1755,VER-155008,5.369
29152,HT,VER-155008,5.384
29153,RKN,VER-155008,5.393
29154,HCC15,VER-155008,5.412
29155,MFE319,VER-155008,5.413
29156,LXF289,VER-155008,5.44
29157,QGP1,VER-155008,5.45
29158,NCIH1781,VER-155008,5.452
29159,SNUC2A,VER-155008,5.458
29160,HT1376,VER-155008,5.459
29161,RCM1,VER-155008,5.46
29162,HCC2108,VER-155008,5.475
29163,HCC78,VER-155008,5.477
29164,SKMEL28,VER-155008,5.48
29165,NCIH1435,VER-155008,5.481
29166,EFO27,VER-155008,5.527
29167,NCIH1944,VER-155008,5.545
29168,NCIH1694,VER-155008,5.554
29169,NCIH2405,VER-155008,5.574
29170,HT55,VER-155008,5.575
29171,SQ1,VER-155008,5.578
29172,LS513,VER-155008,5.58
29173,CORL23,VER-155008,5.584
29174,SW403,VER-155008,5.586
29175,NCIH727,VER-155008,5.589
29176,LU65,VER-155008,5.599
29177,P3HR1,VER-155008,5.6
29178,LS123,VER-155008,5.611
29179,HEPG2,VER-155008,5.637
29180,UMUC3,VER-155008,5.652
29181,A2780,VER-155008,5.656
29182,PANC1005,VER-155008,5.677
29183,SKMEL5,VER-155008,5.683
29184,NCIH2342,VER-155008,5.694
29185,HSC2,VER-155008,5.698
29186,LCLC97TM1,VER-155008,5.701
29187,SNU1040,VER-155008,5.708
29188,HUPT4,VER-155008,5.714
29189,MCF7,VER-155008,5.715
29190,KP3,VER-155008,5.719
29191,NCIH2030,VER-155008,5.722
29192,HCC4006,VER-155008,5.745
29193,NCIH522,VER-155008,5.747
29194,OVCAR4,VER-155008,5.775
29195,SNU81,VER-155008,5.782
29196,HCC1195,VER-155008,5.785
29197,LOVO,VER-155008,5.785
29198,NCIH1437,VER-155008,5.792
29199,CHAGOK1,VER-155008,5.795
29200,NCIH661,VER-155008,5.798
29201,RERFLCKJ,VER-155008,5.806
29202,NCIH841,VER-155008,5.819
29203,SNUC5,VER-155008,5.819
29204,FU97,VER-155008,5.83
29205,CAL12T,VER-155008,5.831
29206,PATU8902,VER-155008,5.833
29207,VMRCRCW,VER-155008,5.852
29208,LU99,VER-155008,5.854
29209,MKN7,VER-155008,5.861
29210,SHP77,VER-155008,5.862
29211,NCIH2052,VER-155008,5.868
29212,HCC1833,VER-155008,5.869
29213,SNU61,VER-155008,5.872
29214,T3M10,VER-155008,5.877
29215,HEC108,VER-155008,5.884
29216,U937,VER-155008,5.891
29217,A549,VER-155008,5.891
29218,SF295,VER-155008,5.895
29219,SUIT2,VER-155008,5.9
29220,SCC9,VER-155008,5.916
29221,JHOC5,VER-155008,5.92
29222,LS180,VER-155008,5.926
29223,HCC33,VER-155008,5.939
29224,NCIH1930,VER-155008,5.948
29225,SW480,VER-155008,5.952
29226,COV434,VER-155008,5.978
29227,CORL279,VER-155008,5.98
29228,NOMO1,VER-155008,5.993
29229,CORL51,VER-155008,5.997
29230,NCIH1355,VER-155008,6.003
29231,OV90,VER-155008,6.039
29232,NUGC4,VER-155008,6.042
29233,RKO,VER-155008,6.044
29234,KYSE450,VER-155008,6.045
29235,KLE,VER-155008,6.048
29236,CAOV3,VER-155008,6.05
29237,JHOM1,VER-155008,6.059
29238,NCIH2286,VER-155008,6.062
29239,SKLU1,VER-155008,6.062
29240,HT115,VER-155008,6.071
29241,SKCO1,VER-155008,6.08
29242,LC1SQSF,VER-155008,6.087
29243,G401,VER-155008,6.093
29244,NCIH460,VER-155008,6.097
29245,CL34,VER-155008,6.101
29246,HPAC,VER-155008,6.106
29247,SNGM,VER-155008,6.114
29248,MKN74,VER-155008,6.131
29249,KMBC2,VER-155008,6.148
29250,SNUC4,VER-155008,6.162
29251,LCLC103H,VER-155008,6.186
29252,SKMEL1,VER-155008,6.223
29253,OV7,VER-155008,6.225
29254,NCIH2081,VER-155008,6.233
29255,HEC6,VER-155008,6.259
29256,COLO668,VER-155008,6.261
29257,COLO741,VER-155008,6.284
29258,COV644,VER-155008,6.287
29259,MC116,VER-155008,6.306
29260,VMRCLCD,VER-155008,6.309
29261,NCIH1876,VER-155008,6.333
29262,HS944T,VER-155008,6.346
29263,MDST8,VER-155008,6.366
29264,NCIH2023,VER-155008,6.367
29265,SH10TC,VER-155008,6.368
29266,LS411N,VER-155008,6.38
29267,NCIH1836,VER-155008,6.392
29268,ISHIKAWAHERAKLIO02ER,VER-155008,6.427
29269,HEC251,VER-155008,6.441
29270,SCLC21H,VER-155008,6.442
29271,COV362,VER-155008,6.472
29272,SW948,VER-155008,6.477
29273,CL40,VER-155008,6.478
29274,OVMANA,VER-155008,6.483
29275,HEC265,VER-155008,6.487
